alignments	anticodons	agreement	count	input_file	simulation_n	quant_method
single	single	correct	279869	ALLtRNAseq_hESC_0_1	6	shrimp
single	single	incorrect	1229	ALLtRNAseq_hESC_0_1	6	shrimp
multiple	single	correct	464111	ALLtRNAseq_hESC_0_1	6	shrimp
multiple	single	incorrect	665	ALLtRNAseq_hESC_0_1	6	shrimp
multiple	multiple	incorrect	218813	ALLtRNAseq_hESC_0_1	6	shrimp
multiple	multiple	incorrect	120147	ALLtRNAseq_hESC_0_1	7	bowtie2
multiple	single	correct	599814	ALLtRNAseq_hESC_0_1	7	bowtie2
multiple	single	incorrect	469	ALLtRNAseq_hESC_0_1	7	bowtie2
single	single	correct	265757	ALLtRNAseq_hESC_0_1	7	bowtie2
single	single	incorrect	11348	ALLtRNAseq_hESC_0_1	7	bowtie2
single	single	correct	249063	ALLtRNAseq_hESC_0_1	7	shrimp
single	single	incorrect	11327	ALLtRNAseq_hESC_0_1	7	shrimp
multiple	multiple	incorrect	88293	ALLtRNAseq_hESC_0_1	7	shrimp
multiple	single	correct	592807	ALLtRNAseq_hESC_0_1	7	shrimp
multiple	single	incorrect	721	ALLtRNAseq_hESC_0_1	7	shrimp
multiple	multiple	incorrect	77895	ALLtRNAseq_hESC_0_1	8	bowtie2
multiple	single	correct	431839	ALLtRNAseq_hESC_0_1	8	bowtie2
multiple	single	incorrect	380	ALLtRNAseq_hESC_0_1	8	bowtie2
single	single	correct	487436	ALLtRNAseq_hESC_0_1	8	bowtie2
single	single	incorrect	1462	ALLtRNAseq_hESC_0_1	8	bowtie2
single	single	correct	468867	ALLtRNAseq_hESC_0_1	8	shrimp
single	single	incorrect	1254	ALLtRNAseq_hESC_0_1	8	shrimp
multiple	multiple	incorrect	69180	ALLtRNAseq_hESC_0_1	8	shrimp
multiple	single	correct	412263	ALLtRNAseq_hESC_0_1	8	shrimp
multiple	single	incorrect	321	ALLtRNAseq_hESC_0_1	8	shrimp
single	single	correct	639471	ALLtRNAseq_hESC_0_1	9	bowtie2
single	single	incorrect	284	ALLtRNAseq_hESC_0_1	9	bowtie2
multiple	multiple	incorrect	30111	ALLtRNAseq_hESC_0_1	9	bowtie2
multiple	single	correct	329177	ALLtRNAseq_hESC_0_1	9	bowtie2
multiple	single	incorrect	96	ALLtRNAseq_hESC_0_1	9	bowtie2
single	single	correct	629716	ALLtRNAseq_hESC_0_1	9	shrimp
single	single	incorrect	315	ALLtRNAseq_hESC_0_1	9	shrimp
multiple	multiple	incorrect	25202	ALLtRNAseq_hESC_0_1	9	shrimp
multiple	single	correct	316683	ALLtRNAseq_hESC_0_1	9	shrimp
multiple	single	incorrect	165	ALLtRNAseq_hESC_0_1	9	shrimp
multiple	multiple	incorrect	81587	ALLtRNAseq_hESC_0_2	0	bowtie2
multiple	single	correct	252959	ALLtRNAseq_hESC_0_2	0	bowtie2
multiple	single	incorrect	1036	ALLtRNAseq_hESC_0_2	0	bowtie2
single	single	correct	660233	ALLtRNAseq_hESC_0_2	0	bowtie2
single	single	incorrect	2582	ALLtRNAseq_hESC_0_2	0	bowtie2
single	single	correct	634910	ALLtRNAseq_hESC_0_2	0	shrimp
single	single	incorrect	2721	ALLtRNAseq_hESC_0_2	0	shrimp
multiple	multiple	incorrect	75604	ALLtRNAseq_hESC_0_2	0	shrimp
multiple	single	incorrect	1103	ALLtRNAseq_hESC_0_2	0	shrimp
multiple	single	correct	243745	ALLtRNAseq_hESC_0_2	0	shrimp
single	single	correct	518900	ALLtRNAseq_hESC_0_2	1	bowtie2
single	single	incorrect	653	ALLtRNAseq_hESC_0_2	1	bowtie2
multiple	single	correct	291592	ALLtRNAseq_hESC_0_2	1	bowtie2
multiple	single	incorrect	364	ALLtRNAseq_hESC_0_2	1	bowtie2
multiple	multiple	incorrect	187176	ALLtRNAseq_hESC_0_2	1	bowtie2
single	single	correct	504094	ALLtRNAseq_hESC_0_2	1	shrimp
single	single	incorrect	760	ALLtRNAseq_hESC_0_2	1	shrimp
multiple	single	correct	284921	ALLtRNAseq_hESC_0_2	1	shrimp
multiple	single	incorrect	431	ALLtRNAseq_hESC_0_2	1	shrimp
multiple	multiple	incorrect	180669	ALLtRNAseq_hESC_0_2	1	shrimp
single	single	correct	301711	ALLtRNAseq_hESC_0_2	2	bowtie2
single	single	incorrect	1376	ALLtRNAseq_hESC_0_2	2	bowtie2
multiple	multiple	incorrect	63801	ALLtRNAseq_hESC_0_2	2	bowtie2
multiple	single	incorrect	287	ALLtRNAseq_hESC_0_2	2	bowtie2
multiple	single	correct	628812	ALLtRNAseq_hESC_0_2	2	bowtie2
single	single	correct	249587	ALLtRNAseq_hESC_0_2	2	shrimp
single	single	incorrect	1412	ALLtRNAseq_hESC_0_2	2	shrimp
multiple	multiple	incorrect	57781	ALLtRNAseq_hESC_0_2	2	shrimp
multiple	single	incorrect	268	ALLtRNAseq_hESC_0_2	2	shrimp
multiple	single	correct	611874	ALLtRNAseq_hESC_0_2	2	shrimp
single	single	incorrect	602	ALLtRNAseq_hESC_0_2	3	bowtie2
single	single	correct	793746	ALLtRNAseq_hESC_0_2	3	bowtie2
multiple	multiple	incorrect	34109	ALLtRNAseq_hESC_0_2	3	bowtie2
multiple	single	correct	168439	ALLtRNAseq_hESC_0_2	3	bowtie2
multiple	single	incorrect	541	ALLtRNAseq_hESC_0_2	3	bowtie2
single	single	correct	757275	ALLtRNAseq_hESC_0_2	3	shrimp
single	single	incorrect	1020	ALLtRNAseq_hESC_0_2	3	shrimp
multiple	multiple	incorrect	14945	ALLtRNAseq_hESC_0_2	3	shrimp
multiple	single	incorrect	403	ALLtRNAseq_hESC_0_2	3	shrimp
multiple	single	correct	158054	ALLtRNAseq_hESC_0_2	3	shrimp
single	single	correct	482510	ALLtRNAseq_hESC_0_2	4	bowtie2
single	single	incorrect	1230	ALLtRNAseq_hESC_0_2	4	bowtie2
multiple	multiple	incorrect	19103	ALLtRNAseq_hESC_0_2	4	bowtie2
multiple	single	correct	495369	ALLtRNAseq_hESC_0_2	4	bowtie2
multiple	single	incorrect	261	ALLtRNAseq_hESC_0_2	4	bowtie2
single	single	correct	463177	ALLtRNAseq_hESC_0_2	4	shrimp
single	single	incorrect	1162	ALLtRNAseq_hESC_0_2	4	shrimp
multiple	multiple	incorrect	13610	ALLtRNAseq_hESC_0_2	4	shrimp
multiple	single	incorrect	587	ALLtRNAseq_hESC_0_2	4	shrimp
multiple	single	correct	448766	ALLtRNAseq_hESC_0_2	4	shrimp
single	single	correct	375312	ALLtRNAseq_hESC_0_2	5	bowtie2
single	single	incorrect	1553	ALLtRNAseq_hESC_0_2	5	bowtie2
multiple	multiple	incorrect	208289	ALLtRNAseq_hESC_0_2	5	bowtie2
multiple	single	incorrect	781	ALLtRNAseq_hESC_0_2	5	bowtie2
multiple	single	correct	411521	ALLtRNAseq_hESC_0_2	5	bowtie2
single	single	correct	354172	ALLtRNAseq_hESC_0_2	5	shrimp
single	single	incorrect	1545	ALLtRNAseq_hESC_0_2	5	shrimp
multiple	multiple	incorrect	182233	ALLtRNAseq_hESC_0_2	5	shrimp
multiple	single	incorrect	814	ALLtRNAseq_hESC_0_2	5	shrimp
multiple	single	correct	406580	ALLtRNAseq_hESC_0_2	5	shrimp
multiple	multiple	incorrect	41831	ALLtRNAseq_hESC_0_2	6	bowtie2
multiple	single	correct	737269	ALLtRNAseq_hESC_0_2	6	bowtie2
multiple	single	incorrect	248	ALLtRNAseq_hESC_0_2	6	bowtie2
single	single	correct	219744	ALLtRNAseq_hESC_0_2	6	bowtie2
single	single	incorrect	389	ALLtRNAseq_hESC_0_2	6	bowtie2
single	single	correct	216073	ALLtRNAseq_hESC_0_2	6	shrimp
single	single	incorrect	501	ALLtRNAseq_hESC_0_2	6	shrimp
multiple	multiple	incorrect	37779	ALLtRNAseq_hESC_0_2	6	shrimp
multiple	single	correct	723781	ALLtRNAseq_hESC_0_2	6	shrimp
multiple	single	incorrect	417	ALLtRNAseq_hESC_0_2	6	shrimp
single	single	correct	312102	ALLtRNAseq_hESC_0_2	7	bowtie2
single	single	incorrect	1638	ALLtRNAseq_hESC_0_2	7	bowtie2
multiple	single	correct	624537	ALLtRNAseq_hESC_0_2	7	bowtie2
multiple	single	incorrect	2189	ALLtRNAseq_hESC_0_2	7	bowtie2
multiple	multiple	incorrect	52986	ALLtRNAseq_hESC_0_2	7	bowtie2
single	single	correct	195962	ALLtRNAseq_hESC_0_2	7	shrimp
single	single	incorrect	934	ALLtRNAseq_hESC_0_2	7	shrimp
multiple	single	correct	595808	ALLtRNAseq_hESC_0_2	7	shrimp
multiple	single	incorrect	1964	ALLtRNAseq_hESC_0_2	7	shrimp
multiple	multiple	incorrect	45156	ALLtRNAseq_hESC_0_2	7	shrimp
single	single	correct	436383	ALLtRNAseq_hESC_0_2	8	bowtie2
single	single	incorrect	1575	ALLtRNAseq_hESC_0_2	8	bowtie2
multiple	multiple	incorrect	45828	ALLtRNAseq_hESC_0_2	8	bowtie2
multiple	single	correct	513355	ALLtRNAseq_hESC_0_2	8	bowtie2
multiple	single	incorrect	434	ALLtRNAseq_hESC_0_2	8	bowtie2
single	single	correct	413036	ALLtRNAseq_hESC_0_2	8	shrimp
single	single	incorrect	1138	ALLtRNAseq_hESC_0_2	8	shrimp
multiple	multiple	incorrect	37387	ALLtRNAseq_hESC_0_2	8	shrimp
multiple	single	correct	486517	ALLtRNAseq_hESC_0_2	8	shrimp
multiple	single	incorrect	445	ALLtRNAseq_hESC_0_2	8	shrimp
single	single	correct	620730	ALLtRNAseq_hESC_0_2	9	bowtie2
single	single	incorrect	3229	ALLtRNAseq_hESC_0_2	9	bowtie2
multiple	multiple	incorrect	35708	ALLtRNAseq_hESC_0_2	9	bowtie2
multiple	single	correct	337105	ALLtRNAseq_hESC_0_2	9	bowtie2
multiple	single	incorrect	2345	ALLtRNAseq_hESC_0_2	9	bowtie2
single	single	correct	608669	ALLtRNAseq_hESC_0_2	9	shrimp
single	single	incorrect	3366	ALLtRNAseq_hESC_0_2	9	shrimp
multiple	multiple	incorrect	30965	ALLtRNAseq_hESC_0_2	9	shrimp
multiple	single	incorrect	2539	ALLtRNAseq_hESC_0_2	9	shrimp
multiple	single	correct	324568	ALLtRNAseq_hESC_0_2	9	shrimp
multiple	single	correct	116191	ALLtRNAseq_hESC_0_3	0	bowtie2
multiple	single	incorrect	93	ALLtRNAseq_hESC_0_3	0	bowtie2
multiple	multiple	incorrect	5998	ALLtRNAseq_hESC_0_3	0	bowtie2
single	single	correct	877280	ALLtRNAseq_hESC_0_3	0	bowtie2
single	single	incorrect	130	ALLtRNAseq_hESC_0_3	0	bowtie2
single	single	correct	869423	ALLtRNAseq_hESC_0_3	0	shrimp
single	single	incorrect	191	ALLtRNAseq_hESC_0_3	0	shrimp
multiple	single	correct	109945	ALLtRNAseq_hESC_0_3	0	shrimp
multiple	single	incorrect	78	ALLtRNAseq_hESC_0_3	0	shrimp
multiple	multiple	incorrect	4949	ALLtRNAseq_hESC_0_3	0	shrimp
single	single	correct	926894	ALLtRNAseq_hESC_0_3	1	bowtie2
single	single	incorrect	54	ALLtRNAseq_hESC_0_3	1	bowtie2
multiple	multiple	incorrect	7507	ALLtRNAseq_hESC_0_3	1	bowtie2
multiple	single	incorrect	27	ALLtRNAseq_hESC_0_3	1	bowtie2
multiple	single	correct	65352	ALLtRNAseq_hESC_0_3	1	bowtie2
single	single	correct	925719	ALLtRNAseq_hESC_0_3	1	shrimp
single	single	incorrect	70	ALLtRNAseq_hESC_0_3	1	shrimp
multiple	multiple	incorrect	6872	ALLtRNAseq_hESC_0_3	1	shrimp
multiple	single	correct	59745	ALLtRNAseq_hESC_0_3	1	shrimp
multiple	single	incorrect	24	ALLtRNAseq_hESC_0_3	1	shrimp
single	single	correct	861749	ALLtRNAseq_hESC_0_3	2	bowtie2
single	single	incorrect	358	ALLtRNAseq_hESC_0_3	2	bowtie2
multiple	multiple	incorrect	22493	ALLtRNAseq_hESC_0_3	2	bowtie2
multiple	single	correct	114157	ALLtRNAseq_hESC_0_3	2	bowtie2
multiple	single	incorrect	172	ALLtRNAseq_hESC_0_3	2	bowtie2
single	single	correct	837997	ALLtRNAseq_hESC_0_3	2	shrimp
single	single	incorrect	453	ALLtRNAseq_hESC_0_3	2	shrimp
multiple	single	correct	111339	ALLtRNAseq_hESC_0_3	2	shrimp
multiple	single	incorrect	204	ALLtRNAseq_hESC_0_3	2	shrimp
multiple	multiple	incorrect	21030	ALLtRNAseq_hESC_0_3	2	shrimp
single	single	correct	547128	ALLtRNAseq_hESC_0_3	3	bowtie2
single	single	incorrect	561	ALLtRNAseq_hESC_0_3	3	bowtie2
multiple	single	correct	427045	ALLtRNAseq_hESC_0_3	3	bowtie2
multiple	single	incorrect	1055	ALLtRNAseq_hESC_0_3	3	bowtie2
multiple	multiple	incorrect	23471	ALLtRNAseq_hESC_0_3	3	bowtie2
single	single	correct	540467	ALLtRNAseq_hESC_0_3	3	shrimp
single	single	incorrect	802	ALLtRNAseq_hESC_0_3	3	shrimp
multiple	single	correct	415271	ALLtRNAseq_hESC_0_3	3	shrimp
multiple	single	incorrect	759	ALLtRNAseq_hESC_0_3	3	shrimp
multiple	multiple	incorrect	20481	ALLtRNAseq_hESC_0_3	3	shrimp
multiple	single	correct	835167	ALLtRNAseq_hESC_0_3	4	bowtie2
multiple	single	incorrect	46	ALLtRNAseq_hESC_0_3	4	bowtie2
multiple	multiple	incorrect	6228	ALLtRNAseq_hESC_0_3	4	bowtie2
single	single	correct	157510	ALLtRNAseq_hESC_0_3	4	bowtie2
single	single	incorrect	284	ALLtRNAseq_hESC_0_3	4	bowtie2
multiple	single	correct	821379	ALLtRNAseq_hESC_0_3	4	shrimp
multiple	single	incorrect	51	ALLtRNAseq_hESC_0_3	4	shrimp
multiple	multiple	incorrect	5644	ALLtRNAseq_hESC_0_3	4	shrimp
single	single	correct	152199	ALLtRNAseq_hESC_0_3	4	shrimp
single	single	incorrect	265	ALLtRNAseq_hESC_0_3	4	shrimp
single	single	correct	380701	ALLtRNAseq_hESC_0_3	5	bowtie2
single	single	incorrect	2246	ALLtRNAseq_hESC_0_3	5	bowtie2
multiple	multiple	incorrect	252094	ALLtRNAseq_hESC_0_3	5	bowtie2
multiple	single	incorrect	778	ALLtRNAseq_hESC_0_3	5	bowtie2
multiple	single	correct	362572	ALLtRNAseq_hESC_0_3	5	bowtie2
single	single	correct	357682	ALLtRNAseq_hESC_0_3	5	shrimp
single	single	incorrect	2442	ALLtRNAseq_hESC_0_3	5	shrimp
multiple	multiple	incorrect	244324	ALLtRNAseq_hESC_0_3	5	shrimp
multiple	single	correct	353040	ALLtRNAseq_hESC_0_3	5	shrimp
multiple	single	incorrect	980	ALLtRNAseq_hESC_0_3	5	shrimp
single	single	incorrect	2479	ALLtRNAseq_hESC_0_3	6	bowtie2
single	single	correct	629722	ALLtRNAseq_hESC_0_3	6	bowtie2
multiple	multiple	incorrect	19045	ALLtRNAseq_hESC_0_3	6	bowtie2
multiple	single	correct	346936	ALLtRNAseq_hESC_0_3	6	bowtie2
multiple	single	incorrect	327	ALLtRNAseq_hESC_0_3	6	bowtie2
single	single	correct	621358	ALLtRNAseq_hESC_0_3	6	shrimp
single	single	incorrect	2247	ALLtRNAseq_hESC_0_3	6	shrimp
multiple	multiple	incorrect	15196	ALLtRNAseq_hESC_0_3	6	shrimp
multiple	single	correct	335723	ALLtRNAseq_hESC_0_3	6	shrimp
multiple	single	incorrect	471	ALLtRNAseq_hESC_0_3	6	shrimp
single	single	correct	346181	ALLtRNAseq_hESC_0_3	7	bowtie2
single	single	incorrect	980	ALLtRNAseq_hESC_0_3	7	bowtie2
multiple	multiple	incorrect	50618	ALLtRNAseq_hESC_0_3	7	bowtie2
multiple	single	incorrect	343	ALLtRNAseq_hESC_0_3	7	bowtie2
multiple	single	correct	599306	ALLtRNAseq_hESC_0_3	7	bowtie2
single	single	correct	314796	ALLtRNAseq_hESC_0_3	7	shrimp
single	single	incorrect	1074	ALLtRNAseq_hESC_0_3	7	shrimp
multiple	multiple	incorrect	47038	ALLtRNAseq_hESC_0_3	7	shrimp
multiple	single	incorrect	818	ALLtRNAseq_hESC_0_3	7	shrimp
multiple	single	correct	587985	ALLtRNAseq_hESC_0_3	7	shrimp
single	single	correct	898950	ALLtRNAseq_hESC_0_3	8	bowtie2
single	single	incorrect	125	ALLtRNAseq_hESC_0_3	8	bowtie2
multiple	multiple	incorrect	12597	ALLtRNAseq_hESC_0_3	8	bowtie2
multiple	single	incorrect	61	ALLtRNAseq_hESC_0_3	8	bowtie2
multiple	single	correct	87617	ALLtRNAseq_hESC_0_3	8	bowtie2
single	single	correct	893676	ALLtRNAseq_hESC_0_3	8	shrimp
single	single	incorrect	97	ALLtRNAseq_hESC_0_3	8	shrimp
multiple	multiple	incorrect	11800	ALLtRNAseq_hESC_0_3	8	shrimp
multiple	single	correct	74382	ALLtRNAseq_hESC_0_3	8	shrimp
multiple	single	incorrect	84	ALLtRNAseq_hESC_0_3	8	shrimp
single	single	correct	669436	ALLtRNAseq_hESC_0_3	9	bowtie2
single	single	incorrect	591	ALLtRNAseq_hESC_0_3	9	bowtie2
multiple	single	correct	313925	ALLtRNAseq_hESC_0_3	9	bowtie2
multiple	single	incorrect	118	ALLtRNAseq_hESC_0_3	9	bowtie2
multiple	multiple	incorrect	14701	ALLtRNAseq_hESC_0_3	9	bowtie2
single	single	correct	661531	ALLtRNAseq_hESC_0_3	9	shrimp
single	single	incorrect	545	ALLtRNAseq_hESC_0_3	9	shrimp
multiple	single	correct	293725	ALLtRNAseq_hESC_0_3	9	shrimp
multiple	single	incorrect	96	ALLtRNAseq_hESC_0_3	9	shrimp
multiple	multiple	incorrect	11430	ALLtRNAseq_hESC_0_3	9	shrimp
single	single	correct	434107	ALLtRNAseq_hESC_5_1	0	bowtie2
single	single	incorrect	764	ALLtRNAseq_hESC_5_1	0	bowtie2
multiple	multiple	incorrect	48659	ALLtRNAseq_hESC_5_1	0	bowtie2
multiple	single	correct	512624	ALLtRNAseq_hESC_5_1	0	bowtie2
multiple	single	incorrect	1524	ALLtRNAseq_hESC_5_1	0	bowtie2
single	single	correct	426679	ALLtRNAseq_hESC_5_1	0	shrimp
single	single	incorrect	1029	ALLtRNAseq_hESC_5_1	0	shrimp
multiple	multiple	incorrect	42605	ALLtRNAseq_hESC_5_1	0	shrimp
multiple	single	correct	475847	ALLtRNAseq_hESC_5_1	0	shrimp
multiple	single	incorrect	1516	ALLtRNAseq_hESC_5_1	0	shrimp
single	single	correct	351412	ALLtRNAseq_hESC_5_1	1	bowtie2
single	single	incorrect	4113	ALLtRNAseq_hESC_5_1	1	bowtie2
multiple	multiple	incorrect	416804	ALLtRNAseq_hESC_5_1	1	bowtie2
multiple	single	correct	223344	ALLtRNAseq_hESC_5_1	1	bowtie2
multiple	single	incorrect	815	ALLtRNAseq_hESC_5_1	1	bowtie2
single	single	correct	321218	ALLtRNAseq_hESC_5_1	1	shrimp
single	single	incorrect	4278	ALLtRNAseq_hESC_5_1	1	shrimp
multiple	multiple	incorrect	399363	ALLtRNAseq_hESC_5_1	1	shrimp
multiple	single	correct	213912	ALLtRNAseq_hESC_5_1	1	shrimp
multiple	single	incorrect	949	ALLtRNAseq_hESC_5_1	1	shrimp
single	single	correct	746770	ALLtRNAseq_hESC_5_1	2	bowtie2
single	single	incorrect	353	ALLtRNAseq_hESC_5_1	2	bowtie2
multiple	multiple	incorrect	50379	ALLtRNAseq_hESC_5_1	2	bowtie2
multiple	single	correct	201604	ALLtRNAseq_hESC_5_1	2	bowtie2
multiple	single	incorrect	38	ALLtRNAseq_hESC_5_1	2	bowtie2
single	single	correct	739080	ALLtRNAseq_hESC_5_1	2	shrimp
single	single	incorrect	412	ALLtRNAseq_hESC_5_1	2	shrimp
multiple	multiple	incorrect	43903	ALLtRNAseq_hESC_5_1	2	shrimp
multiple	single	correct	199502	ALLtRNAseq_hESC_5_1	2	shrimp
multiple	single	incorrect	58	ALLtRNAseq_hESC_5_1	2	shrimp
single	single	correct	466474	ALLtRNAseq_hESC_5_1	3	bowtie2
single	single	incorrect	533	ALLtRNAseq_hESC_5_1	3	bowtie2
multiple	single	correct	497494	ALLtRNAseq_hESC_5_1	3	bowtie2
multiple	single	incorrect	232	ALLtRNAseq_hESC_5_1	3	bowtie2
multiple	multiple	incorrect	31561	ALLtRNAseq_hESC_5_1	3	bowtie2
single	single	correct	460013	ALLtRNAseq_hESC_5_1	3	shrimp
single	single	incorrect	451	ALLtRNAseq_hESC_5_1	3	shrimp
multiple	single	correct	436461	ALLtRNAseq_hESC_5_1	3	shrimp
multiple	single	incorrect	195	ALLtRNAseq_hESC_5_1	3	shrimp
multiple	multiple	incorrect	28881	ALLtRNAseq_hESC_5_1	3	shrimp
single	single	correct	397301	ALLtRNAseq_hESC_5_1	4	bowtie2
single	single	incorrect	1345	ALLtRNAseq_hESC_5_1	4	bowtie2
multiple	single	correct	510916	ALLtRNAseq_hESC_5_1	4	bowtie2
multiple	single	incorrect	666	ALLtRNAseq_hESC_5_1	4	bowtie2
multiple	multiple	incorrect	88392	ALLtRNAseq_hESC_5_1	4	bowtie2
single	single	correct	382451	ALLtRNAseq_hESC_5_1	4	shrimp
single	single	incorrect	1496	ALLtRNAseq_hESC_5_1	4	shrimp
multiple	single	correct	491835	ALLtRNAseq_hESC_5_1	4	shrimp
multiple	single	incorrect	716	ALLtRNAseq_hESC_5_1	4	shrimp
multiple	multiple	incorrect	85611	ALLtRNAseq_hESC_5_1	4	shrimp
single	single	correct	662174	ALLtRNAseq_hESC_5_1	5	bowtie2
single	single	incorrect	604	ALLtRNAseq_hESC_5_1	5	bowtie2
multiple	multiple	incorrect	33055	ALLtRNAseq_hESC_5_1	5	bowtie2
multiple	single	incorrect	259	ALLtRNAseq_hESC_5_1	5	bowtie2
multiple	single	correct	301833	ALLtRNAseq_hESC_5_1	5	bowtie2
single	single	correct	646018	ALLtRNAseq_hESC_5_1	5	shrimp
single	single	incorrect	793	ALLtRNAseq_hESC_5_1	5	shrimp
multiple	multiple	incorrect	27177	ALLtRNAseq_hESC_5_1	5	shrimp
multiple	single	correct	275120	ALLtRNAseq_hESC_5_1	5	shrimp
multiple	single	incorrect	194	ALLtRNAseq_hESC_5_1	5	shrimp
single	single	correct	787293	ALLtRNAseq_hESC_5_1	6	bowtie2
single	single	incorrect	562	ALLtRNAseq_hESC_5_1	6	bowtie2
multiple	multiple	incorrect	16515	ALLtRNAseq_hESC_5_1	6	bowtie2
multiple	single	correct	192241	ALLtRNAseq_hESC_5_1	6	bowtie2
multiple	single	incorrect	295	ALLtRNAseq_hESC_5_1	6	bowtie2
single	single	correct	782331	ALLtRNAseq_hESC_5_1	6	shrimp
